Age,BusinessTravel,MonthlyIncome,JobSatisfaction,Bonus,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,JobLevel,JobRole,MaritalStatus,PerformanceRating,StockOptionLevel,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsSinceLastPromotion,OverTime,Attrition
38,Travel_Rarely,3057,3,9171,Research & Development,2,5,Medical,1,773,4,Male,1,Research Scientist,Married,3,1,0,1,1,0,Yes,No
34,Travel_Rarely,5121,1,15363,Research & Development,8,5,Life Sciences,1,775,2,Female,2,Manufacturing Director,Divorced,3,1,3,3,0,0,No,No
52,Travel_Rarely,16856,1,50568,Sales,3,4,Marketing,1,776,3,Male,4,Manager,Married,3,0,3,4,34,1,No,No
33,Travel_Rarely,2686,4,8058,Research & Development,1,4,Other,1,780,4,Male,1,Research Scientist,Single,3,0,2,2,10,7,Yes,Yes
25,Travel_Rarely,6180,4,24720,Sales,26,1,Medical,1,781,3,Female,2,Sales Executive,Single,4,0,5,2,6,1,No,No
45,Travel_Rarely,6632,3,19896,Sales,2,2,Technical Degree,1,783,2,Male,2,Sales Representative,Single,3,0,3,3,8,3,No,No
23,Travel_Rarely,3505,3,10515,Research & Development,10,1,Medical,1,784,1,Male,1,Research Scientist,Single,3,0,3,3,2,0,No,No
47,Travel_Frequently,6397,3,19191,Sales,27,2,Life Sciences,1,785,2,Female,2,Sales Executive,Single,3,0,2,3,5,1,Yes,Yes
34,Travel_Rarely,6274,4,25096,Sales,2,3,Other,1,786,4,Male,2,Sales Executive,Single,4,0,5,3,6,1,No,No
55,Travel_Rarely,19859,1,59577,Research & Development,2,3,Medical,1,787,4,Male,5,Manager,Married,3,1,2,3,5,1,Yes,Yes
36,Non-Travel,7587,1,22761,Sales,8,4,Life Sciences,1,789,1,Male,3,Sales Executive,Single,3,0,1,3,10,0,No,No
52,Non-Travel,4258,4,12774,Research & Development,19,4,Medical,1,791,4,Male,1,Research Scientist,Married,3,1,3,3,4,1,No,No
26,Travel_Frequently,4364,4,13092,Research & Development,1,2,Life Sciences,1,792,1,Female,1,Laboratory Technician,Divorced,3,1,2,3,2,2,No,No
29,Travel_Rarely,4335,3,13005,Research & Development,27,3,Medical,1,793,2,Female,2,Healthcare Representative,Married,3,1,3,2,8,1,No,No
26,Travel_Rarely,5326,1,15978,Sales,8,3,Technical Degree,1,796,4,Male,2,Sales Executive,Single,3,0,2,2,4,1,No,Yes
34,Travel_Rarely,3280,4,9840,Research & Development,1,4,Life Sciences,1,797,2,Female,1,Research Scientist,Single,3,0,2,3,4,1,No,No
54,Travel_Rarely,5485,1,16455,Research & Development,19,4,Medical,1,799,4,Female,2,Manufacturing Director,Divorced,3,2,4,3,5,1,Yes,No
27,Travel_Frequently,4342,4,13026,Sales,8,1,Marketing,1,800,3,Male,2,Sales Executive,Married,3,1,3,3,4,1,No,No
37,Travel_Rarely,2782,1,8346,Research & Development,10,1,Life Sciences,1,802,4,Female,1,Research Scientist,Divorced,3,2,3,2,5,4,Yes,No
38,Travel_Frequently,5980,1,17940,Research & Development,2,4,Life Sciences,1,803,1,Female,2,Manufacturing Director,Single,3,0,2,3,15,4,Yes,No
34,Travel_Rarely,4381,1,13143,Research & Development,2,4,Medical,1,804,3,Female,1,Research Scientist,Single,3,0,3,3,6,1,No,No
35,Travel_Rarely,2572,4,7716,Sales,8,4,Life Sciences,1,805,1,Female,1,Sales Representative,Married,3,1,1,2,3,0,No,No
30,Travel_Rarely,3833,3,15332,Research & Development,1,3,Life Sciences,1,806,4,Male,1,Laboratory Technician,Married,4,2,2,3,2,0,No,No
40,Travel_Frequently,4244,2,16976,Research & Development,2,2,Medical,1,807,3,Female,2,Healthcare Representative,Married,4,1,2,3,8,3,No,No
34,Travel_Rarely,6500,1,19500,Sales,8,2,Life Sciences,1,808,3,Female,2,Sales Executive,Married,3,1,1,3,3,1,No,No
42,Travel_Frequently,18430,4,55290,Research & Development,8,3,Life Sciences,1,809,2,Male,5,Manager,Divorced,3,1,4,2,24,14,No,No
23,Travel_Rarely,1601,1,6404,Research & Development,6,3,Life Sciences,1,811,3,Male,1,Laboratory Technician,Married,4,2,2,3,0,0,Yes,Yes
24,Non-Travel,2694,2,8082,Research & Development,9,3,Life Sciences,1,812,3,Male,1,Laboratory Technician,Divorced,3,3,4,3,1,0,No,No
52,Travel_Rarely,3149,3,12596,Research & Development,11,4,Life Sciences,1,813,4,Female,2,Laboratory Technician,Married,4,1,3,3,5,1,No,No
50,Travel_Rarely,17639,3,52917,Research & Development,2,3,Medical,1,815,3,Male,4,Research Director,Married,3,0,3,3,4,0,No,No
29,Travel_Rarely,2319,1,6957,Research & Development,1,2,Life Sciences,1,816,2,Female,1,Laboratory Technician,Married,3,1,1,3,1,0,Yes,Yes
33,Travel_Rarely,11691,3,35073,Research & Development,7,3,Medical,1,817,3,Male,3,Research Director,Married,3,0,3,4,13,3,No,No
33,Travel_Rarely,5324,1,15972,Sales,16,3,Marketing,1,819,1,Female,2,Sales Executive,Single,3,0,3,3,3,0,No,Yes
47,Travel_Rarely,16752,4,50256,Research & Development,2,2,Other,1,820,3,Female,4,Manager,Married,3,1,3,2,26,3,Yes,No
36,Travel_Rarely,5228,2,15684,Research & Development,1,3,Other,1,823,3,Female,2,Manufacturing Director,Married,3,1,2,3,9,0,No,No
29,Travel_Rarely,2700,3,10800,Research & Development,23,2,Life Sciences,1,824,3,Male,1,Research Scientist,Married,4,1,3,3,10,0,No,No
58,Travel_Rarely,19246,2,57738,Research & Development,2,4,Life Sciences,1,825,4,Male,5,Research Director,Single,3,0,2,3,31,13,Yes,Yes
35,Travel_Rarely,2506,3,7518,Research & Development,1,4,Life Sciences,1,826,4,Female,1,Research Scientist,Single,3,0,0,3,2,2,No,No
42,Travel_Rarely,6062,4,18186,Research & Development,1,2,Life Sciences,1,827,4,Female,2,Manufacturing Director,Married,3,1,4,3,4,0,Yes,No
28,Travel_Rarely,4382,3,13146,Research & Development,2,4,Medical,1,828,3,Male,1,Research Scientist,Single,3,0,3,2,2,2,No,Yes
36,Travel_Rarely,2143,2,6429,Human Resources,13,3,Human Resources,1,829,3,Male,1,Human Resources,Married,3,1,2,3,5,0,No,No
32,Travel_Rarely,6162,3,18486,Research & Development,4,3,Life Sciences,1,830,3,Female,2,Manufacturing Director,Married,3,1,3,3,14,6,No,No
40,Travel_Frequently,5094,3,15282,Research & Development,16,4,Medical,1,832,1,Male,2,Laboratory Technician,Single,3,0,6,3,1,0,No,No
30,Travel_Rarely,6877,4,27508,Research & Development,2,3,Medical,1,833,3,Female,2,Manufacturing Director,Single,4,0,4,2,0,0,Yes,No
45,Travel_Rarely,2274,3,6822,Research & Development,2,3,Life Sciences,1,834,2,Female,1,Research Scientist,Single,3,0,3,3,1,0,No,No
42,Travel_Rarely,4434,2,13302,Research & Development,29,3,Life Sciences,1,836,2,Male,2,Manufacturing Director,Married,3,1,3,2,9,7,No,No
38,Travel_Frequently,6288,1,18864,Research & Development,12,3,Life Sciences,1,837,1,Male,2,Healthcare Representative,Divorced,3,1,3,2,4,1,No,No
34,Travel_Frequently,2553,4,7659,Research & Development,16,4,Life Sciences,1,838,3,Female,1,Research Scientist,Single,3,0,3,3,5,1,No,No
49,Travel_Rarely,7654,4,22962,Sales,11,3,Marketing,1,840,3,Female,3,Sales Executive,Married,3,2,3,4,9,7,No,Yes
55,Travel_Rarely,5160,4,15480,Sales,2,1,Medical,1,842,3,Male,2,Sales Executive,Single,3,0,3,2,9,7,No,Yes
43,Travel_Rarely,17159,1,68636,Research & Development,14,2,Life Sciences,1,843,2,Male,4,Research Director,Married,4,1,3,3,4,1,No,No
27,Travel_Rarely,12808,4,38424,Research & Development,5,1,Technical Degree,1,844,3,Male,3,Research Director,Divorced,3,1,3,3,9,0,Yes,No
35,Travel_Rarely,10221,3,40884,Research & Development,7,3,Other,1,845,3,Male,3,Manufacturing Director,Single,4,0,3,4,8,1,No,No
28,Travel_Rarely,4779,2,19116,Sales,2,4,Marketing,1,846,2,Female,2,Sales Executive,Married,4,0,2,3,8,7,Yes,No
34,Travel_Rarely,3737,4,11211,Human Resources,3,2,Human Resources,1,847,3,Male,1,Human Resources,Married,3,1,1,1,3,0,No,No
26,Travel_Frequently,2366,3,7098,Research & Development,5,2,Medical,1,848,3,Female,1,Research Scientist,Married,3,1,2,3,8,1,Yes,Yes
27,Non-Travel,1706,4,5118,Research & Development,3,3,Medical,1,850,4,Male,1,Research Scientist,Married,3,3,6,2,0,0,No,No
51,Travel_Rarely,16307,3,48921,Sales,26,4,Marketing,1,851,1,Female,4,Manager,Married,3,1,2,2,20,4,No,No
44,Travel_Rarely,5933,2,17799,Research & Development,4,3,Medical,1,852,4,Male,2,Healthcare Representative,Single,3,0,2,2,5,2,No,No
25,Travel_Rarely,3424,1,10272,Research & Development,2,1,Medical,1,854,1,Male,1,Research Scientist,Single,3,0,3,2,4,0,No,No
33,Travel_Rarely,4037,1,16148,Sales,1,3,Medical,1,855,1,Male,2,Sales Executive,Divorced,4,1,5,3,9,0,No,No
35,Travel_Rarely,2559,1,7677,Research & Development,27,1,Medical,1,856,3,Female,1,Research Scientist,Single,3,0,3,2,6,1,No,No
36,Travel_Rarely,6201,4,18603,Sales,1,2,Life Sciences,1,857,2,Male,2,Sales Executive,Married,3,1,1,2,18,4,Yes,No
32,Travel_Rarely,4403,4,13209,Sales,13,4,Life Sciences,1,859,2,Male,2,Sales Executive,Divorced,3,1,3,2,5,0,No,No
30,Travel_Frequently,3761,4,11283,Research & Development,5,4,Life Sciences,1,861,2,Male,1,Research Scientist,Divorced,3,1,3,2,5,0,No,No
53,Travel_Rarely,10934,4,32802,Sales,7,2,Marketing,1,862,1,Female,3,Sales Executive,Married,3,1,3,3,5,0,Yes,No
45,Travel_Rarely,10761,1,32283,Sales,9,3,Marketing,1,864,4,Male,3,Sales Executive,Divorced,3,1,2,3,5,0,Yes,No
32,Travel_Rarely,5175,3,15525,Research & Development,8,2,Medical,1,865,3,Female,2,Research Scientist,Married,3,1,3,2,5,1,No,No
52,Travel_Frequently,13826,4,55304,Research & Development,25,4,Medical,1,867,3,Female,4,Manufacturing Director,Married,4,0,3,3,9,0,No,No
37,Travel_Rarely,6334,3,19002,Sales,16,4,Marketing,1,868,4,Male,2,Sales Executive,Divorced,3,2,2,3,1,0,No,No
28,Travel_Rarely,4936,4,14808,Human Resources,8,2,Medical,1,869,2,Male,1,Human Resources,Divorced,3,1,6,3,5,0,No,No
22,Travel_Rarely,4775,4,19100,Research & Development,1,2,Life Sciences,1,872,4,Male,2,Manufacturing Director,Married,4,2,2,1,2,2,No,No
44,Travel_Rarely,2818,4,11272,Research & Development,8,4,Life Sciences,1,874,1,Male,1,Laboratory Technician,Married,4,1,2,2,3,0,Yes,No
42,Travel_Frequently,2515,4,7545,Research & Development,2,1,Medical,1,875,2,Male,1,Research Scientist,Single,3,0,2,3,2,2,Yes,No
36,Travel_Rarely,2342,1,9368,Human Resources,8,3,Life Sciences,1,878,1,Male,1,Human Resources,Married,4,0,3,3,5,0,No,No
25,Travel_Rarely,4194,1,12582,Sales,3,1,Other,1,879,3,Male,2,Sales Executive,Married,3,0,3,3,5,0,Yes,No
35,Travel_Rarely,10685,3,42740,Research & Development,9,3,Life Sciences,1,880,4,Female,3,Manufacturing Director,Married,4,1,2,3,17,5,Yes,No
35,Travel_Frequently,2022,2,6066,Research & Development,25,4,Life Sciences,1,881,4,Female,1,Research Scientist,Divorced,3,1,3,2,10,7,Yes,Yes
32,Non-Travel,2314,4,6942,Research & Development,1,3,Life Sciences,1,882,4,Male,1,Laboratory Technician,Divorced,3,1,2,3,3,0,No,No
25,Travel_Rarely,4256,1,12768,Sales,4,1,Marketing,1,885,3,Male,2,Sales Executive,Married,3,0,1,4,5,0,No,No
49,Travel_Rarely,3580,1,10740,Research & Development,1,3,Technical Degree,1,887,3,Female,1,Research Scientist,Married,3,1,2,3,4,0,No,No
24,Non-Travel,3162,4,9486,Research & Development,4,1,Life Sciences,1,888,1,Male,1,Laboratory Technician,Married,3,0,2,2,5,3,No,No
32,Travel_Frequently,6524,2,19572,Sales,5,2,Life Sciences,1,889,2,Male,2,Sales Executive,Married,3,1,3,3,10,5,No,No
38,Travel_Rarely,2899,2,8697,Sales,9,3,Marketing,1,893,2,Male,1,Sales Representative,Married,3,1,3,3,2,1,No,No
42,Travel_Rarely,5231,4,15693,Research & Development,3,3,Life Sciences,1,894,3,Female,2,Laboratory Technician,Married,3,1,1,2,5,1,Yes,No
31,Travel_Rarely,2356,4,7068,Research & Development,11,4,Life Sciences,1,895,4,Male,1,Research Scientist,Married,3,1,2,3,6,0,Yes,No
29,Travel_Rarely,2800,3,8400,Sales,1,3,Medical,1,896,2,Female,1,Sales Representative,Divorced,3,3,3,3,3,0,Yes,Yes
53,Travel_Rarely,11836,4,35508,Sales,8,3,Marketing,1,897,1,Male,4,Sales Executive,Married,3,1,3,3,2,2,No,No
35,Travel_Rarely,10903,2,32709,Research & Development,25,3,Technical Degree,1,899,4,Male,3,Manufacturing Director,Married,3,0,2,3,13,4,No,No
37,Travel_Frequently,2973,4,8919,Sales,21,2,Medical,1,900,3,Female,1,Sales Representative,Married,3,1,3,3,5,0,No,No
53,Travel_Rarely,14275,4,42825,Research & Development,23,4,Life Sciences,1,901,4,Female,4,Research Director,Single,3,0,0,3,12,3,No,No
43,Travel_Frequently,5562,4,16686,Research & Development,1,3,Life Sciences,1,902,4,Female,2,Healthcare Representative,Married,3,1,2,2,5,2,No,No
47,Travel_Rarely,4537,4,18148,Sales,2,2,Marketing,1,903,3,Female,2,Sales Executive,Married,4,1,2,3,7,7,Yes,No
37,Non-Travel,7642,2,22926,Sales,19,2,Medical,1,904,1,Male,3,Sales Executive,Single,3,0,2,3,10,0,Yes,No
50,Non-Travel,17924,1,53772,Research & Development,2,4,Life Sciences,1,905,1,Male,4,Manager,Divorced,3,1,3,3,31,14,No,No
39,Travel_Rarely,5204,4,15612,Human Resources,2,3,Life Sciences,1,909,4,Female,2,Human Resources,Married,3,2,2,3,5,0,No,No
33,Travel_Rarely,2277,2,6831,Human Resources,3,2,Human Resources,1,910,4,Male,1,Human Resources,Divorced,3,1,4,4,4,0,Yes,No
32,Travel_Rarely,2795,4,11180,Research & Development,25,4,Life Sciences,1,911,1,Male,1,Laboratory Technician,Single,4,0,2,1,1,0,Yes,Yes
29,Travel_Rarely,2532,4,7596,Research & Development,7,1,Medical,1,912,1,Female,1,Laboratory Technician,Divorced,3,3,5,3,4,0,No,No
44,Travel_Rarely,2559,1,7677,Research & Development,9,2,Life Sciences,1,913,2,Male,1,Research Scientist,Married,3,0,0,3,8,7,Yes,No
28,Travel_Rarely,4908,4,14724,Sales,5,4,Medical,1,916,1,Male,2,Sales Executive,Single,3,0,3,3,4,0,No,No
58,Travel_Frequently,2380,4,7140,Research & Development,2,1,Life Sciences,1,918,4,Male,1,Laboratory Technician,Divorced,3,1,3,2,1,0,Yes,Yes
43,Travel_Rarely,4765,2,19060,Research & Development,8,3,Life Sciences,1,920,1,Female,2,Manufacturing Director,Divorced,4,1,2,4,1,0,No,No
20,Travel_Rarely,2044,3,6132,Sales,2,3,Medical,1,922,3,Female,1,Sales Representative,Single,3,0,3,2,2,0,No,Yes
21,Travel_Rarely,2693,4,8079,Research & Development,18,1,Other,1,923,4,Female,1,Research Scientist,Single,3,0,3,2,1,0,No,Yes
36,Travel_Rarely,6586,4,19758,Research & Development,14,1,Life Sciences,1,924,3,Male,2,Healthcare Representative,Married,3,1,2,2,16,4,Yes,No
47,Travel_Rarely,3294,4,9882,Sales,2,4,Life Sciences,1,925,4,Female,1,Sales Representative,Single,3,0,3,2,3,1,Yes,No
22,Travel_Rarely,4171,3,12513,Research & Development,3,1,Life Sciences,1,926,2,Female,2,Manufacturing Director,Married,3,1,3,4,3,0,Yes,Yes
41,Travel_Rarely,2778,4,8334,Research & Development,2,4,Life Sciences,1,927,2,Female,1,Laboratory Technician,Divorced,3,1,1,2,7,1,Yes,Yes
28,Travel_Rarely,2377,3,7131,Research & Development,9,3,Medical,1,930,3,Female,1,Research Scientist,Divorced,3,1,2,3,2,2,No,No
39,Travel_Rarely,2404,1,9616,Research & Development,6,3,Medical,1,932,4,Male,1,Laboratory Technician,Married,4,0,2,1,2,2,Yes,Yes
27,Travel_Rarely,2318,3,6954,Research & Development,4,3,Life Sciences,1,933,2,Female,1,Research Scientist,Single,3,0,2,3,1,0,No,No
34,Travel_Rarely,2008,2,6024,Research & Development,10,3,Life Sciences,1,934,2,Male,1,Laboratory Technician,Divorced,3,2,3,3,1,1,No,No
42,Travel_Rarely,6244,3,18732,Sales,14,2,Medical,1,936,3,Female,2,Sales Executive,Single,3,0,6,3,5,0,No,No
33,Travel_Rarely,2799,1,8397,Research & Development,1,4,Other,1,939,3,Male,1,Research Scientist,Single,3,0,1,3,3,0,Yes,No
58,Travel_Rarely,10552,2,31656,Research & Development,5,3,Technical Degree,1,940,3,Female,3,Healthcare Representative,Divorced,3,1,3,3,6,0,Yes,No
31,Travel_Rarely,2329,3,6987,Sales,7,4,Life Sciences,1,941,2,Male,1,Sales Representative,Married,3,0,2,4,7,5,No,No
35,Travel_Rarely,4014,4,16056,Research & Development,21,1,Life Sciences,1,942,4,Female,2,Healthcare Representative,Married,4,1,2,1,10,0,Yes,No
49,Travel_Rarely,7403,2,22209,Research & Development,8,2,Other,1,944,1,Female,3,Laboratory Technician,Married,3,1,3,2,26,1,No,No
48,Travel_Rarely,2259,3,6777,Research & Development,20,4,Medical,1,945,4,Male,1,Research Scientist,Married,3,2,2,2,0,0,No,No
31,Non-Travel,6932,3,20796,Sales,20,2,Marketing,1,947,4,Female,2,Sales Executive,Married,3,1,2,2,9,0,No,No
36,Travel_Rarely,4678,4,14034,Research & Development,7,4,Other,1,949,2,Male,1,Research Scientist,Single,3,0,6,3,6,0,No,No
38,Travel_Rarely,13582,1,40746,Research & Development,1,3,Technical Degree,1,950,4,Female,3,Research Director,Married,3,1,3,3,15,5,No,No
32,Non-Travel,2332,2,9328,Research & Development,1,3,Life Sciences,1,951,3,Female,1,Laboratory Technician,Married,4,0,3,3,3,0,No,No
25,Travel_Rarely,2413,2,7239,Sales,19,2,Marketing,1,952,3,Male,1,Sales Representative,Married,3,3,2,3,1,0,Yes,Yes
40,Travel_Rarely,9705,2,29115,Sales,10,4,Marketing,1,954,1,Male,3,Sales Executive,Divorced,3,1,2,2,1,0,No,No
26,Travel_Frequently,4294,1,12882,Sales,1,3,Medical,1,956,3,Male,2,Sales Executive,Single,3,0,2,3,7,0,No,No
41,Travel_Rarely,4721,1,14163,Research & Development,6,3,Medical,1,957,4,Male,1,Laboratory Technician,Single,3,0,3,3,18,2,Yes,No
36,Travel_Rarely,2519,3,10076,Research & Development,2,4,Medical,1,958,3,Male,1,Laboratory Technician,Single,4,0,6,3,11,3,No,No
19,Travel_Rarely,2121,2,6363,Sales,21,3,Other,1,959,4,Male,1,Sales Representative,Single,3,0,3,4,1,0,Yes,Yes
20,Travel_Rarely,2973,1,8919,Research & Development,4,3,Technical Degree,1,960,1,Male,1,Laboratory Technician,Single,3,0,2,3,1,0,No,Yes
31,Travel_Rarely,5855,4,17565,Research & Development,12,3,Medical,1,961,4,Female,2,Healthcare Representative,Married,3,2,2,1,9,8,Yes,No
40,Travel_Frequently,3617,2,10851,Research & Development,9,4,Medical,1,964,4,Male,1,Research Scientist,Divorced,3,1,2,3,1,0,Yes,No
32,Travel_Rarely,6725,1,20175,Research & Development,3,4,Medical,1,966,3,Female,2,Manufacturing Director,Married,3,1,2,4,8,6,No,No
36,Travel_Rarely,10325,4,30975,Sales,3,1,Life Sciences,1,967,3,Male,3,Sales Executive,Married,3,1,6,3,16,3,Yes,Yes
33,Travel_Rarely,6949,4,20847,Research & Development,1,3,Life Sciences,1,969,2,Female,2,Healthcare Representative,Single,3,0,3,3,5,1,No,No
37,Travel_Rarely,10609,3,31827,Sales,1,4,Life Sciences,1,970,1,Male,3,Sales Executive,Married,3,0,2,1,14,11,No,Yes
45,Non-Travel,4447,2,13341,Research & Development,4,2,Life Sciences,1,972,3,Male,2,Laboratory Technician,Married,3,0,5,2,9,0,No,No
29,Travel_Frequently,2157,4,6471,Sales,20,3,Technical Degree,1,974,3,Female,1,Sales Representative,Married,3,1,5,3,3,0,No,No
35,Travel_Rarely,4601,3,13803,Sales,18,3,Medical,1,975,3,Female,2,Sales Executive,Married,3,0,3,3,5,1,No,No
52,Travel_Rarely,17099,4,51297,Research & Development,1,2,Life Sciences,1,976,4,Male,4,Manager,Married,3,1,2,2,9,7,No,No
58,Travel_Rarely,2479,3,9916,Research & Development,2,3,Technical Degree,1,977,4,Male,1,Research Scientist,Single,4,0,4,3,1,0,No,Yes
53,Travel_Rarely,14852,3,44556,Sales,2,2,Medical,1,981,3,Male,4,Manager,Divorced,3,1,3,4,17,15,No,No
30,Travel_Rarely,7264,3,21792,Sales,8,2,Other,1,982,3,Male,3,Sales Executive,Divorced,3,1,2,4,8,7,No,No
38,Non-Travel,5666,4,16998,Sales,10,3,Technical Degree,1,983,3,Female,2,Sales Executive,Single,3,0,1,3,5,1,Yes,No
35,Travel_Rarely,7823,4,23469,Sales,3,4,Life Sciences,1,984,4,Male,3,Sales Executive,Divorced,3,1,2,3,10,0,No,No
39,Travel_Rarely,7880,3,23640,Sales,2,5,Life Sciences,1,985,1,Male,3,Sales Executive,Single,3,0,3,3,8,0,No,No
40,Non-Travel,13194,2,39582,Sales,24,3,Life Sciences,1,986,2,Female,4,Sales Executive,Single,3,0,2,2,1,0,Yes,Yes
47,Travel_Frequently,5067,3,15201,Research & Development,16,4,Medical,1,987,3,Male,2,Manufacturing Director,Divorced,3,0,3,4,19,2,Yes,No
36,Non-Travel,5079,4,15237,Sales,8,4,Technical Degree,1,990,1,Male,2,Sales Executive,Divorced,3,2,3,3,7,0,No,No
31,Non-Travel,2321,1,9284,Research & Development,9,2,Medical,1,991,3,Male,1,Research Scientist,Single,4,0,0,3,3,1,Yes,Yes
33,Non-Travel,17444,3,52332,Sales,17,3,Life Sciences,1,992,4,Male,4,Manager,Single,3,0,2,3,10,6,No,No
29,Travel_Rarely,2404,1,9616,Research & Development,10,3,Life Sciences,1,994,4,Female,1,Research Scientist,Single,4,0,5,3,0,0,Yes,Yes
33,Travel_Rarely,3452,4,10356,Research & Development,13,1,Life Sciences,1,995,2,Female,1,Research Scientist,Single,3,0,4,3,3,0,No,No
45,Travel_Rarely,2270,4,6810,Research & Development,1,4,Medical,1,996,4,Female,1,Laboratory Technician,Divorced,3,2,2,3,5,0,No,No
50,Travel_Rarely,17399,4,69596,Research & Development,1,2,Medical,1,997,4,Male,4,Research Director,Divorced,4,1,1,2,5,1,No,No
33,Travel_Frequently,5488,2,16464,Research & Development,1,4,Other,1,998,3,Female,2,Healthcare Representative,Married,3,1,2,3,6,1,Yes,No
41,Travel_Frequently,19419,3,58257,Research & Development,9,3,Medical,1,999,1,Male,5,Research Director,Divorced,3,1,2,4,18,0,No,No
27,Travel_Rarely,2811,2,8433,Research & Development,16,4,Technical Degree,1,1001,3,Female,1,Laboratory Technician,Married,3,1,2,3,2,2,No,No
45,Non-Travel,3633,1,10899,Research & Development,23,2,Life Sciences,1,1002,4,Male,2,Laboratory Technician,Married,3,1,2,3,9,0,Yes,No
47,Travel_Rarely,4163,4,12489,Sales,4,2,Life Sciences,1,1003,4,Female,2,Sales Executive,Single,3,0,0,3,9,0,Yes,No
30,Travel_Rarely,2132,3,6396,Research & Development,22,3,Life Sciences,1,1004,1,Female,1,Research Scientist,Married,3,0,2,3,5,0,Yes,Yes
50,Travel_Rarely,13973,3,41919,Research & Development,24,3,Life Sciences,1,1005,4,Male,4,Manufacturing Director,Married,3,1,2,3,12,1,Yes,No
38,Travel_Frequently,2684,3,8052,Research & Development,10,1,Medical,1,1006,3,Male,1,Research Scientist,Married,3,1,0,2,2,0,No,No
46,Travel_Rarely,10845,3,32535,Research & Development,7,2,Medical,1,1007,4,Male,3,Manufacturing Director,Divorced,3,1,3,3,8,0,No,No
24,Travel_Rarely,4377,3,13131,Research & Development,17,1,Medical,1,1009,4,Female,2,Manufacturing Director,Divorced,3,2,6,3,4,3,No,No
35,Travel_Rarely,3743,2,14972,Research & Development,14,4,Other,1,1010,3,Male,1,Laboratory Technician,Divorced,4,1,2,1,4,0,Yes,Yes
31,Travel_Frequently,4148,1,12444,Research & Development,1,1,Life Sciences,1,1011,3,Female,2,Manufacturing Director,Married,3,1,1,3,4,0,No,No
